"timestamp","x","y","z"
"608232108503248","-1.7381904","1.7908629","8.331821"
"608232168376014","0.9576807","1.6328455","8.930372"
"608232228283364","-0.61770403","1.6376339","10.888829"
"608232287959672","-0.062249243","3.7493198","8.1402855"
"608232347895928","-0.62249243","2.7389667","9.423578"
"608232407705465","-0.6751649","2.3415294","10.0748005"
"608232469625940","-0.7326257","1.958457","9.854534"
"608232529122144","-0.5602432","2.6767175","9.811439"
"608232587006681","-0.095768064","2.8443117","7.422025"
"608232646826999","1.0534488","2.8299465","8.796297"
"608232706563620","0.062249243","2.8443117","9.720459"
"608232766333522","-0.45489833","3.0310593","8.542512"
"608232828009101","2.3127987","2.992752","9.346964"
"608232886206346","-0.15801731","0.16759412","18.56464"
"608232947608383","0.47884035","0.7517793","12.047623"
"608233007458962","-0.78529817","0.7230489","9.562442"
"608233067175531","0.090979666","0.50278234","8.523358"
"608233126943974","0.62249243","0.91458505","8.748413"
"608233186734501","0.076614454","1.2018893","7.07726"
"608233244565027","-0.033518825","1.4700398","7.1251445"
"608233304561440","0.40222588","1.70946","7.9822683"
"608233366059154","0.34476504","2.0015526","7.809886"
"608233425852650","0.8283938","2.542642","10.46745"
"608233485609895","1.1492168","2.1212628","14.374787"
"608233545398964","1.5610195","1.8674773","14.465767"
"608233605181938","0.62249243","0.91458505","12.555194"
"608233664947309","1.6280571","0.49799395","8.853758"
"608233722676429","1.1587936","0.19153613","7.651869"
"608233784491279","0.30645782","1.1540052","7.067683"
"608233844283108","0.05267244","1.532289","6.215348"
"608233904052072","0.4165911","1.7956513","7.216124"
"608233963841037","0.62249243","2.1547816","7.2783732"
"608234023269220","0.37349546","2.5378537","9.3182335"
"608234083399851","1.067814","2.552219","10.477027"
"608234141302044","0.49320555","1.9680338","13.560759"
"608234202937883","-0.08140286","1.3934253","15.040375"
"608234262725910","-0.1436521","1.0773908","12.569559"
"608234323920187","0.46926352","0.6799533","9.409213"
"608234382299516","0.110133275","0.48841715","8.374918"
"608234440814626","0.22026655","0.7038953","6.727707"
"608234501305934","0.10055647","1.3934253","5.9998693"
"608234559654638","0.095768064","1.484405","6.8569937"
"608234621290790","0.5650316","1.8962077","7.747637"
"608234679266420","1.0295067","2.3798366","8.236053"
"608234741058093","1.7956513","1.8100165","11.971008"
"608234798814297","1.2497733","1.6328455","14.441825"
"608234858542115","0.4405331","1.3455414","15.739482"
"608234920287694","1.5179238","1.1875241","11.03727"
"608234980057648","1.910573","0.49799395","9.083601"
"608235039844269","0.2825158","0.5602432","5.7508726"
"608235099625473","0.1436521","1.316811","5.6982"
"608235159285947","1.0055647","1.5658079","5.93762"
"608235219175120","0.32561144","1.3263878","8.145074"
"608235277006167","-0.49320555","1.5370775","9.481039"
"608235338723882","-0.37349546","2.0254946","10.357317"
"608235396557846","0.79008657","1.7908629","13.431472"
"608235457946602","-0.1388637","1.1492168","15.284584"
"608235517984212","-0.17717093","0.545878","12.732365"
"608235575828697","-0.06703765","0.39743748","10.151415"
"608235637759641","0.076614454","0.05746084","8.935161"
"608235696081678","-0.19153613","0.02873042","8.135497"
"608235757179340","0.19632454","0.63206923","5.9041014"
"608235816940388","0.50278234","0.93852705","5.5641246"
"608235876722998","0.5506664","0.81402856","7.73806"
"608235936507066","0.02873042","1.2066777","8.992621"
"608235994120874","0.89543146","0.79966336","10.251971"
"608236056067183","1.6041151","0.9911995","14.5088625"
"608236115836199","2.873042","1.0534488","14.365211"
"608236175610840","1.5275006","1.4556746","11.860875"
"608236235385169","1.1204864","0.5315128","10.486604"
"608236293701060","1.1444284","0.35434186","8.887277"
"608236354973619","0.6512229","0.91458505","6.655881"
"608236412827583","0.9624691","1.2737153","6.459556"
"608236474497537","0.94810385","1.4317327","6.1195793"
"608236534284001","0.2825158","1.6232687","7.9487495"
"608236594058799","-0.01436521","1.9967642","7.867347"
"608236653857138","0.89543146","1.6424223","11.113884"
"608236711721935","2.0638018","1.5753847","11.956643"
"608236773400119","1.4556746","-0.31124622","17.080235"
"608236831685645","-0.023942016","-0.58418524","13.029245"
"608236892944453","-0.07182605","-0.37828386","9.375694"
"608236950844615","-0.047884032","-0.16280572","8.1881695"
"608237012508684","-0.23942018","0.32561144","7.369353"
"608237072289628","0.31124622","0.7278373","7.1490865"
"608237131908956","1.3024458","1.2210429","6.531382"
"608237191843962","0.81402856","1.4796166","6.6175733"
"608237251587458","0.320823","1.4077905","9.442732"
"608237311391735","0.58897364","1.3455414","13.029245"
"608237369268928","1.0007763","1.2114661","15.1936035"
"608237429016434","0.11492168","1.2401965","14.001291"
"608237488811857","1.3263878","1.3934253","8.75799"
"608237548689571","1.292869","0.9576807","8.020576"
"608237610286504","-0.15801731","0.8858546","6.5457473"
"608237670054791","-0.33518824","1.4460979","5.947197"
"608237729835891","0.06703765","1.661576","5.995081"
"608237789630168","-0.6799533","1.5849615","8.456321"
"608237849175278","-0.63206923","1.9919758","10.113108"
"608237909182888","-1.2354081","2.6384103","11.731588"
"608237968486227","-0.60333884","2.384625","13.43626"
"608238028722848","-0.6560113","0.93373865","14.360422"
"608238088499312","-2.087744","-0.36870706","12.665327"
"608238148281141","-0.39264908","-0.48362875","9.514558"
"608238208066824","0.41180268","-0.49799395","9.581595"
"608238267439330","0.07182605","0.31124622","7.8769236"
"608238327619544","0.23463176","0.8619126","6.4643445"
"608238385480071","-0.30645782","1.4269443","6.4260373"
"608238447158306","-0.02873042","1.9440918","7.2927384"
"608238506890448","-1.1779473","2.3942018","8.643068"
"608238566773579","0.21068975","2.681506","9.648633"
"608238624625355","-0.19632454","2.3798366","12.670115"
"608238684805361","0.8523358","1.3934253","13.575124"
"608238746064638","0.033518825","0.35434186","14.020445"
"608238805845113","0.7757214","0.93373865","8.738836"
"608238865627098","0.21547815","0.63206923","8.585608"
"608238925405437","-0.6607997","0.7661445","6.9527617"
"608238983274714","-0.51714754","0.866701","8.1163435"
