"timestamp","x","y","z"
"755410140213","-1.4077905","2.9017725","9.246407"
"755429985945","-0.9816227","2.7341783","9.351752"
"755449902613","-0.63206923","2.207454","9.208099"
"755470093344","-0.7134721","2.9400797","8.853758"
"755489916055","-0.7182605","2.4372973","8.523358"
"755509765484","-0.521936","2.7964275","8.652645"
"755529757100","-0.47405192","2.72939","9.222465"
"755549492311","-0.02873042","2.7868507","9.562442"
"755569553615","0.2777274","2.4420857","9.935937"
"755589557211","-0.320823","2.2744915","9.821015"
"755609500338","-1.163582","2.4708161","9.682152"
"755629335912","-1.3072342","2.7150247","10.156203"
"755648985602","-0.79008657","2.633622","10.223241"
"755669215500","-0.11971009","2.542642","9.528923"
"755689150658","-0.110133275","2.6767175","9.289502"
"755709107170","-0.33518824","2.9352913","9.935937"
"755728978683","-0.05267244","2.432509","10.927136"
"755748617591","-0.10534488","2.4133554","10.443508"
"755768857905","-0.22505496","2.1787236","9.557653"
"755788664939","-0.5506664","2.5330653","8.90643"
"755808665722","-0.6943185","2.8634653","9.375694"
"755828589995","-0.19632454","2.6384103","9.892841"
"755848326715","0.33997664","2.480393","10.132261"
"755868449322","0.7661445","2.6144683","9.801862"
"755888375469","1.2401965","2.6767175","9.892841"
"755908416669","1.2545617","2.9161377","9.212888"
"755928265890","1.2114661","2.8203697","9.337387"
"755948050475","0.7422025","2.6144683","9.715671"
"755968061050","0.49799395","2.4372973","9.409213"
"755988003188","0.5267244","2.4229321","9.208099"
"756007978346","0.7038953","2.4468741","8.944737"
"756027913088","0.7326257","2.4133554","8.710106"
"756047829287","0.7230489","2.2936451","8.959103"
"756067421633","0.79487497","2.3463178","9.193734"
"756087625541","0.5363012","2.384625","9.323022"
"756107636637","0.47405192","2.2649148","9.193734"
"756127515337","0.5315128","2.1930888","9.255983"
"756147397839","0.58897364","2.3989902","9.150639"
"756167041851","0.8283938","2.3654714","8.978256"
"756187254718","0.8619126","2.4708161","9.299079"
"756207223678","0.7134721","2.4947581","9.993398"
"756228653524","0.9528923","2.5474305","9.950302"
"756248953162","1.1779473","2.6288335","9.65821"
"756266674570","1.484405","2.719813","9.634268"
"756286864155","1.5562311","2.6862943","9.533711"
"756306729626","0.92416185","2.7102363","9.452309"
"756326715044","0.7422025","2.5713725","9.562442"
"756346688484","0.7517793","2.6048915","9.409213"
"756367000517","0.8379706","2.633622","8.978256"
"756386575780","1.115698","2.7629087","8.863335"
"756406467917","1.0486604","2.7964275","9.232041"
"756426584377","0.80445176","2.7964275","9.490616"
"756446279952","0.6943185","2.9113493","9.356541"
"756467823808","0.36391866","3.2034419","9.246407"
"756487902300","0.50278234","2.7246015","8.911219"
"756508359281","0.39264908","2.815581","8.882488"
"756527949127","0.5267244","3.241749","9.313444"
"756547882150","0.48841715","3.6727054","9.825804"
"756567797881","0.8619126","2.858677","9.619903"
"756587721477","0.49320555","2.8778305","9.509769"
"756607657572","0.095768064","3.040636","9.68694"
"756627571845","-0.37349546","3.064578","9.519346"
"756647498410","-0.05746084","2.7389667","9.701305"
"756667423255","0.81881696","2.2026656","9.284714"
"756687348674","1.2306197","2.8203697","9.093178"
"756707288259","0.93373865","2.8778305","8.925584"
"756727213938","0.2873042","2.954445","9.481039"
"756747125399","0.2873042","2.9017725","9.457097"
"756767071442","0.90500826","2.7964275","8.930372"
"756786976705","0.90500826","3.1794999","7.642292"
"756806907384","0.5793968","3.2752678","6.5265937"
"756824957282","0.5315128","3.347094","6.4978633"
"756844793273","0.47405192","3.2848446","7.517793"
"756866216244","0.45010993","2.8203697","8.48984"
"756886420100","0.3878607","2.695871","9.696517"
"756904644633","0.45489833","2.7820623","10.6398325"
"756924594062","0.46447513","2.7150247","11.36767"
"756944429325","0.7230489","2.384625","12.636597"
"756965811931","0.9959879","2.0494366","13.9917145"
"756986033912","0.8762778","1.6089035","15.040375"
"757005974018","0.38307226","1.1348516","15.811308"
"757026084489","0.46926352","0.81402856","15.634137"
"757046010949","1.3311762","0.90021986","14.777013"
"757065934806","1.7238252","0.8762778","14.264654"
"757085858089","1.3838485","0.58897364","12.689269"
"757105789185","0.8571242","0.5410896","9.682152"
"757125713978","0.40222588","1.0726024","7.417237"
"757145323407","0.62249243","1.4987702","6.9958572"
"757165561378","0.9959879","1.4173675","7.9248075"
"757185489922","0.7326257","1.2162545","9.208099"
"757205417267","0.18195933","1.0486604","9.399636"
"757225338519","-0.21547815","1.0821792","8.212111"
"757245267948","-0.25378537","1.1731589","6.8905125"
"757265193992","0.01436521","1.4460979","6.4308257"
"757285120713","-0.05267244","1.7812861","6.6654577"
"757303150142","0.023942016","1.733402","7.019799"
"757323106810","0.009576807","1.5849615","6.7708025"
"757342943531","0.05267244","1.6424223","6.4308257"
"757362861189","0.14844051","1.757344","6.7708025"
"757382810410","0.38307226","1.8387469","7.273585"
"757402829839","0.38307226","1.8962077","7.920019"
"757422602706","0.39743748","2.078167","8.513782"
"757442511041","0.5363012","2.2218192","8.8777"
"757464139741","0.59376204","2.4468741","9.423578"
"757484067399","0.48362875","2.6144683","9.835381"
"757503341151","0.1388637","2.6671407","10.577583"
"757524103185","0.48841715","2.705448","11.247959"
"757544019541","1.283292","2.6048915","12.124237"
"757563948032","1.8483237","2.4037786","12.483368"
"757583874701","1.982399","2.207454","12.435484"
"757603795745","1.8962077","2.2649148","12.727576"
"757623975017","2.1930888","2.327164","13.201628"
"757643763613","2.0254946","2.4756045","13.924677"
"757663686167","1.532289","2.3798366","14.523228"
"757683609919","0.90500826","2.2122424","14.274231"
"757703538984","0.6560113","1.9249382","12.737153"
"757723462892","1.2689269","1.8052281","10.817003"
"757743387061","2.1883004","1.7621324","9.715671"
"757763312635","3.2513258","1.8579005","9.428367"
"757783238523","3.9552212","1.7238252","9.241618"
"757803165400","4.3861775","1.4796166","8.700529"
"757821154829","3.466804","1.5897499","8.12592"
"757840965872","2.360683","1.4700398","7.326257"
"757861034260","0.9672575","1.364695","6.799533"
"757882697699","0.33039984","1.3215994","6.579266"
"757900871555","0.7134721","1.5658079","6.579266"
"757920766870","0.7134721","1.6519991","5.7843914"
"757940799164","0.45968673","1.6472107","5.2863975"
"757962400468","0.50278234","1.7238252","5.626374"
"757982307449","0.9576807","1.7381904","6.4499793"
"758000256669","1.1252748","1.8004397","6.9048777"
"758021605786","0.80924016","1.8626889","7.383718"
"758042268549","0.58418524","2.0973208","8.264784"
"758062204644","0.20590134","2.1883004","8.7771435"
"758082116521","0.2633622","2.2984335","8.887277"
"758102048867","0.61770403","2.3798366","9.346964"
"758121982619","1.3838485","2.336741","10.601525"
"758141900954","1.6711528","2.3558946","12.751518"
"758161819967","1.1492168","2.5378537","14.489709"
"758181759135","1.0390835","2.7102363","14.638149"
"758201677315","1.6711528","2.920926","14.5759"
"758221597733","1.9249382","2.9640217","15.155296"
"758241525027","1.5993267","3.0214825","15.629349"
"758261448362","1.4269443","2.753332","14.753071"
"758281385708","1.1971009","2.2649148","12.684481"
"758301300085","0.79966336","1.6328455","10.773908"
"758319293941","0.37828386","1.1779473","9.370906"
"758339338578","0.16280572","0.8762778","8.264784"
"758359142486","0.39264908","0.89543146","7.541735"
"758380829937","1.0965444","0.89064306","7.589619"
"758400773272","1.4939818","0.7134721","7.843405"
